Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
MAZDA,Mazda Ltd.,,33.11,33.11,40.02,315.53,315.53,9.0,323.93,52.21,45.3,43.53,33.11,,16.11,13.98,13.43,10.22,10.49,14.0,8.14,0.01,79.68,,3.48,2.42,3.68,24.46,20.24,75.54,79.76,,182.17,1.32,8.19,1.34,75.53,1.38,1.34,0.08
MBAPL,Madhya Bharat Agro Products Ltd.,,5.53,5.53,9.94,42.07,53.21,0.5,53.09,13.59,9.18,7.54,5.53,,25.59,17.29,14.2,10.42,13.15,15.05,7.43,0.26,71.33,,2,1.29,5.57,9.03,5.02,90.97,94.98,,146.44,1.26,4.92,1.05,90.96,1.33,1.05,0.1
MCLEODRUSS,Mcleod Russel (India) Ltd.,,-0.41,-0.41,6.2,129.2,160.26,0.0,125.4,20.63,14,0,-0.42,,16.44,11.16,0,-0.33,-0.32,7.13,-0.1,1.11,32.14,,0.35,0.31,13.36,-121.62,8.28,221.62,91.72,,"2,078.71",1.59,9.65,0.68,221.62,0.66,0.68,0.0
MEGASOFT,Megasoft Ltd.,,0.09,0.09,0.32,27.09,33.36,0.0,5.34,1.24,1.02,0.18,0.09,,23.23,19.07,3.28,1.74,0.34,2.82,0.14,0.1,8.26,,0.4,0.4,0,0,0.0,0,0.0,,41.34,1.75,7.53,1.29,0,0.25,1.29,0.01
MENONBE,Menon Bearings Ltd.,,4.51,4.51,5.37,16.17,16.17,1.5,31.04,7.93,7.07,6.44,4.51,,25.55,22.78,20.75,14.54,27.91,32.58,16.01,0.5,110.1,,2.17,1.72,10.65,38.76,32.56,61.24,67.44,,490.11,2.82,11.02,2.67,61.23,5.12,2.67,0.05
MERCATOR,Mercator Ltd.,,-16.91,-16.91,-12.82,8.36,8.36,0.0,10.31,-2.58,-6.67,-16.53,-16.91,,-25.03,-64.69,-160.31,-163.94,-202.23,-27.72,-32.19,3.38,19.63,,0.54,0.54,83.41,0,0.0,0,0.0,,"1,034.61",3.32,-13.25,0.67,0,0.82,0.67,-2.46
MFSL,Max Financial Services Ltd.,,1.83,1.83,1.9,74.24,74.24,0.0,11.75,2.91,2.84,1.83,1.83,,24.75,24.2,15.59,15.59,2.46,3.81,2.24,0.0,14.42,,11.57,11.57,0,0,0.0,0,0.0,,"11,709.80",36.98,149.39,36.99,0,5.86,36.99,0.0
MGL,Mahanagar Gas Ltd.,,55.31,55.31,68.06,242.86,242.86,20.0,282.56,97.51,84.76,84.73,55.31,,34.5,29.99,29.98,19.57,22.77,31.95,15.87,0.0,81.11,,1.43,1.41,145.99,17.17,13.95,82.83,86.05,,"10,042.21",3.6,10.43,3.71,82.82,4.31,3.71,0.05
MHRIL,Mahindra Holidays and Resorts India Ltd.,,4.81,4.8,8.67,-33.17,22.33,0.0,69.1,11.41,7.54,7.54,4.81,,16.5,10.91,10.9,6.95,-14.48,1.89,1.05,0.0,15.17,,2.41,2.4,163.19,0,0.0,0,0.0,,"3,163.02",3.44,20.86,3.47,0,-7.24,3.47,0.02
MINDACORP,Minda Corporation Ltd.,,7.15,7.15,9.78,49.89,49.89,0.7,104.44,14.08,11.37,10.05,7.07,,13.48,10.89,9.62,6.77,14.18,20.43,8.1,0.3,119.59,,1.56,1.2,9.36,11.39,8.23,88.61,91.77,,"3,108.18",1.31,9.72,1.3,88.6,2.73,1.3,0.05
MINDTECK,Mindteck (India) Ltd.,,2.81,2.8,3.49,72.27,72.27,1.0,42.01,4.94,4.26,4.01,2.81,,11.75,10.13,9.54,6.68,3.88,5.57,3.37,0.0,50.51,,3.25,3.25,0,35.6,28.66,64.4,71.34,,91.07,0.85,7.2,0.88,64.39,0.51,0.88,0.08
MIRZAINT,Mirza International Ltd.,,4.05,4.05,7,50.84,50.84,0.9,95.74,12.11,9.17,6.32,4.05,,12.65,9.57,6.59,4.23,7.97,16.31,4.37,0.55,103.28,,1.56,0.58,2.66,22.2,12.85,77.8,87.15,,988.95,0.86,6.79,0.57,77.79,1.08,0.57,0.07
MMFL,MM Forgings Ltd.,,33.7,33.7,56.24,180.71,180.71,5.0,374.44,78.33,55.79,44.97,33.7,,20.91,14.89,12.01,8.99,18.64,15.48,6.68,1.45,74.28,,1.38,0.84,4.82,16.13,9.66,83.87,90.34,,"1,771.55",1.96,9.37,1.45,83.86,3.01,1.45,0.06
MODIRUBBER,Modi Rubber Ltd.,,1.84,1.84,3.17,65.74,65.74,0.0,2.09,3.73,2.4,2.18,1.84,,178.37,114.66,104.21,88.08,2.8,3.56,2.29,0.02,2.6,,1.28,1.28,0,0,0.0,0,0.0,,93.72,17.9,10.03,18.93,0,0.6,18.94,0.05
MOHITIND,Mohit Industries Ltd.,,0.48,0.48,3.19,20.29,20.29,0.0,135.24,9.19,6.48,0.43,0.48,,6.79,4.79,0.31,0.35,2.38,23.17,0.66,1.99,185.06,,1.11,0.75,8.18,0,0.0,0,0.0,,67.6,0.35,5.2,0.06,0,0.39,0.06,0.06
MOIL,MOIL Ltd.,,18.4,18.4,20.99,119.67,119.67,6.0,55.92,30.53,27.94,27.94,18.4,,54.59,49.95,49.95,32.89,15.37,23.22,13.13,0.0,39.91,,5.48,5.28,14.04,29.89,26.2,70.11,73.8,,"1,834.06",1.27,2.33,2.84,70.1,1.33,2.84,0.12
MOLDTECH,Mold Tek Technologies Ltd.,,4.2,4.2,5.44,17.87,17.87,1.4,28.11,7.21,5.94,5.82,4.17,,25.65,21.14,20.69,14.84,23.35,32.71,19.16,0.05,129.07,,3.79,3.79,0,0,0.0,0,0.0,,132.32,1.69,6.59,1.67,0,2.62,1.67,0.09
MOLDTKPAC,Mold-Tek Packaging Ltd.,,8.7,8.7,14.02,68.83,68.83,4.0,142.32,26.46,21.14,14.43,8.7,,18.59,14.85,10.14,6.11,12.64,26.52,7.02,0.47,114.78,,1.04,0.69,8.99,55.39,34.38,44.61,65.62,,817.53,2.07,11.16,1.85,44.6,3.83,1.85,0.03
MONTECARLO,Monte Carlo Fashions Ltd.,,27.46,26.85,37.96,233.32,233.32,0.0,316.6,56.23,47.02,42.7,28.75,,17.76,14.85,13.48,9.07,12.32,18.91,7.55,0.09,83.26,,2.08,1.38,3.43,0,0.0,0,0.0,,765.69,1.17,6.57,1.15,0,1.56,1.15,0.08
MORARJEE,Morarjee Textiles Ltd.,,-6.74,-6.74,-0.35,22.85,22.85,0.0,95.95,11.77,5.38,-9.47,-6.74,,12.26,5.6,-9.86,-7.02,-29.48,4.48,-3.38,5.28,48.26,,0.8,0.44,3.32,0,0.0,0,0.0,,526.24,1.51,12.31,0.24,0,0.99,0.24,-0.3
MOTHERSON,Samvardhana Motherson International Ltd.,,2.58,2.58,3.27,20.39,20.39,1.5,24.01,4.62,3.93,3.87,2.58,,19.24,16.35,16.12,10.73,12.64,16.23,8.99,0.18,83.83,,1.72,0.97,7.19,58.2,45.85,41.8,54.15,,"48,128.85",6.35,32.98,6.22,41.79,7.32,6.22,0.02
MOTOGENFIN,Motor and General Finance Ltd.,,-1.65,-1.65,-0.9,31.19,44.59,0.0,4.55,-0.77,-1.53,-2.18,-1.65,,-16.98,-33.55,-47.85,-36.27,-5.28,-2.36,-2.02,0.07,5.57,,2.88,0.09,0.09,0,0.0,0,0.0,,93.81,10.66,-62.76,10.23,0,1.49,10.23,-0.04
MPHASIS,MphasiS Ltd.,,40.18,39.78,43.38,175.25,175.25,27.0,184.4,54.65,52.59,52.23,41.32,,29.63,28.51,28.32,22.4,23.57,29.19,17.98,0.07,80.27,,2.11,2.11,0,50.25,47.86,49.75,52.14,,"18,506.73",5.39,18.18,5.36,49.74,5.64,5.36,0.04
MRF,MRF Ltd.,,"2,586.26","2,586.26","4,488.54","25,125.71","25,125.71",60.0,"37,351.42","6,280.54","4,378.96","3,794.55","2,586.96",,16.81,11.72,10.15,6.92,10.29,14.51,6.01,0.14,86.88,,1.53,0.99,5.37,2.32,1.33,97.68,98.67,,"26,019.39",1.64,9.77,1.55,97.67,2.31,1.55,0.04
MRPL,Mangalore Refinery and Petrochemicals Ltd.,,1.89,1.89,6.21,61.2,61.2,1.0,354.1,10.41,6.09,3.31,1.89,,2.93,1.71,0.93,0.53,3.09,6.93,1.22,0.75,228.24,,0.78,0.29,10.68,158.38,48.29,-58.38,51.71,,"20,647.47",0.33,11.32,0.21,-58.38,1.22,0.21,0.03
MSPL,MSP Steel & Power Ltd.,,-0.53,-0.53,0.88,9.34,9.34,0.0,43.32,3.43,2.02,-0.05,-0.53,,7.92,4.65,-0.11,-1.23,-5.72,6.41,-1.22,2.26,99.45,,1.36,0.57,4.49,0,0.0,0,0.0,,"1,287.67",0.77,9.73,0.3,0,1.39,0.3,-0.04
MTNL,Mahanagar Telephone Nigam Ltd.,,-53.81,-53.81,-38.2,-154.52,-154.52,0.0,31.55,-11.16,-26.78,-53.81,-53.81,,-35.38,-84.86,-170.55,-170.55,0,-54.09,-23.09,-1.96,13.54,,0.5,0.49,82.24,0,0.0,0,0.0,,"19,750.72",9.94,-28.08,0.38,0,-0.08,0.38,-4.5
MUNJALSHOW,Munjal Showa Ltd.,,15.65,15.65,22.14,152.67,152.67,4.5,417.36,27.9,21.41,21.39,15.65,,6.68,5.13,5.12,3.74,10.25,13.96,7.9,0.0,210.9,,3.02,2.57,20.78,28.75,20.32,71.25,79.68,,620.46,0.37,5.56,0.4,71.24,1.09,0.4,0.09
MURUDCERA,Murudeshwar Ceramics Ltd.,,0.81,0.81,2.89,70,70,0.0,26.43,6.39,4.5,1.1,1.01,,24.16,17.04,4.17,3.81,1.43,5.7,1.01,0.08,26.56,,1.72,0.69,1.25,0,0.0,0,0.0,,120.74,0.96,3.97,0.78,0,0.29,0.78,0.05
NACLIND,Nacl Industries Ltd.,,-0.54,-0.53,0.72,16.65,16.65,0.0,51.7,2.35,1.14,-0.89,-0.5,,4.55,2.2,-1.72,-0.96,-3,6.23,-1.13,0.71,117.45,,1.29,0.77,3.86,-28.16,19.71,128.16,80.29,,686.05,0.79,17.41,0.58,128.16,1.8,0.58,-0.02
NAGREEKEXP,Nagreeka Exports Ltd.,,2.51,2.51,8.12,89.7,89.7,0.0,484.8,16.93,11.32,1.48,2.5,,3.49,2.33,0.3,0.51,2.79,9.06,0.87,1.45,1.71,,1.03,0.63,2.54,0,0.0,0,0.0,,188.28,0.31,8.89,0.05,0,0.25,0.05,0.11
NAHARCAP,Nahar Capital and Financial Services Ltd.,,7.05,7.05,7.31,451.6,451.6,1.5,6.61,9.43,9.17,8.92,7.05,,142.52,138.57,134.89,106.55,1.56,2.02,1.52,0.01,1.43,,52.6,50.21,0.34,0,0.0,0,0.0,,155.89,14.07,9.88,13.68,0,0.2,13.68,0.08
NAHARINDUS,Nahar Industrial Enterprises Ltd.,,-5.42,-5.42,14.24,167.26,167.26,0.0,466.14,33.68,14.05,-4.38,-5.39,,7.22,3.01,-0.93,-1.15,-3.22,5.98,-1.21,1.05,104.85,,1.28,0.5,2.83,0,0.0,0,0.0,,917.87,0.49,6.81,0.09,0,0.26,0.09,-0.12
NAHARPOLY,Nahar Poly Films Ltd.,,3.7,3.7,4.48,77.67,77.67,0.5,105.63,6.37,5.51,5.14,3.62,,6.02,5.21,4.86,3.42,4.66,7.08,4.42,0.0,128.98,,4.3,2.69,15.54,13.49,10.9,86.51,89.1,,93.35,0.35,5.83,0.36,86.5,0.48,0.36,0.1
NAHARSPING,Nahar Spinning Mills Ltd.,,18.22,18.22,41.19,242.88,242.88,1.0,638.45,67.42,44.26,28.83,18.04,,10.56,6.93,4.51,2.82,7.42,16.51,3.41,0.94,120.78,,1.14,0.48,3.69,2.76,1.21,97.24,98.79,,"1,149.61",0.5,4.72,0.14,97.23,0.38,0.14,0.2
NATCOPHARM,Natco Pharma Ltd.,,36.22,36.1,40.94,195.24,195.24,6.25,108.84,51.85,47.46,46.43,36.55,,47.64,43.6,42.66,33.58,18.72,23.75,15.31,0.11,45.59,,3.19,2.48,3.91,13.77,12.29,86.23,87.71,,"10,553.50",5.31,11.15,5.25,86.22,2.93,5.25,0.06
NATHBIOGEN,Nath Bio-Genes Ltd.,,20.18,20.18,20.99,267.09,267.09,0.0,121.52,23.95,23.19,20.45,20.22,,19.71,19.08,16.83,16.64,7.57,8.64,5.94,0.11,35.74,,2.99,1.85,1.49,0,0.0,0,0.0,,914.02,3.96,20.08,3.8,0,1.73,3.8,0.04
NATIONALUM,National Aluminium Company Ltd.,,9.06,9.06,11.84,56.2,56.2,5.75,61.64,17.25,14.7,14.69,9.29,,27.98,23.84,23.82,15.06,16.52,22.4,11.43,0.01,75.91,,1.93,1.51,9.5,48.46,38.01,51.54,61.99,,"6,905.97",0.6,2.15,0.9,51.53,0.99,0.9,0.17
NAUKRI,Info Edge India Ltd.,,23.12,22.93,24.76,190.47,190.47,6.0,90.02,37.09,35.42,32.67,23.09,,41.2,39.34,36.29,25.65,12.12,18.55,9.57,0.0,37.34,,2.54,2.54,0,23.78,22.18,76.22,77.82,,"22,379.37",20.38,49.46,20.47,76.21,9.68,20.47,0.01
NAVKARCORP,Navkar Corporation Ltd.,,3.51,3.51,6.17,116.54,116.54,0.0,32.06,10.22,7.56,4.56,3.51,,31.87,23.58,14.23,10.94,3.01,5.33,2.3,0.23,21.04,,0.87,0.81,51.65,0,0.0,0,0.0,,995.41,2.06,6.47,1.22,0,0.34,1.22,0.09
NAVNETEDUL,Navneet Education Ltd.,,7.67,7.67,8.82,38.1,38.1,1.0,59.45,13.42,12.35,11.83,7.75,,22.56,20.76,19.89,13.04,20.35,31.84,13.69,0.34,105,,2.04,0.74,2.58,23.79,20.91,76.21,79.09,,"2,763.42",2.03,9,1.83,76.2,2.85,1.83,0.07
NBIFIN,NBI Industrial Finance Company Ltd.,,24.85,24.85,24.86,475.99,475.99,0.0,33.15,25.43,25.41,25.41,24.85,,76.69,76.65,76.65,74.94,5.22,5.31,5.19,0.0,0.07,,174.78,174.78,0,0,0.0,0,0.0,,249.71,30.66,39.97,31.38,0,2.19,31.38,0.02
NCC,NCC Ltd.,,9.39,9.39,11.88,79.19,79.19,1.5,201.11,25.66,23.17,14.68,9.39,,12.75,11.52,7.29,4.66,11.85,26.73,4.28,0.37,91.8,,1.24,1.18,23.55,12.84,10.15,87.16,89.85,,"8,200.64",0.68,5.32,0.56,87.15,1.42,0.56,0.08
NCLIND,NCL Industries Ltd.,,10.34,10.34,20.35,110.47,110.47,2.5,216.63,31.19,21.17,13.48,10.34,,14.39,9.77,6.22,4.77,9.36,12.45,4.27,0.53,89.49,,1.01,0.75,11.58,17.45,8.86,82.55,91.14,,900.96,0.92,6.39,0.67,82.54,1.32,0.67,0.07
NDGL,Naga Dhunseri Group Ltd.,,20.6,20.6,23.8,906.1,906.1,2.5,276.02,25.22,22.02,22.02,20.6,,9.13,7.97,7.97,7.46,2.27,2.34,2.19,0.0,29.35,,50.66,2.22,1.8,12.13,10.5,87.87,89.5,,70.63,2.56,28.01,2.58,87.86,0.79,2.58,0.03
NDL,Nandan Denim Ltd.,,4.59,4.59,26.32,102.3,102.3,0.5,303.03,33.97,12.24,6.62,4.59,,11.21,4.03,2.18,1.51,4.49,7.19,1.74,1.08,115.21,,1.36,0.88,6.71,17.41,3.03,82.59,96.97,,769.12,0.53,4.71,0.18,82.58,0.52,0.18,0.09
NDLVENTURE,NDL Ventures Ltd.,,-247.91,-247.91,-171.56,320.38,320.38,17.5,290.88,-98.36,-174.71,-225.9,-247.91,,-33.81,-60.06,-77.65,-85.22,-77.38,-25.19,-19.49,1.5,22.87,,0.66,0.62,15.65,-7.05,-10.2,107.05,110.2,,"1,631.85",2.73,-8.07,1.25,107.05,1.13,1.25,-0.68
NECCLTD,North Eastern Carrying Corporation Ltd.,,0.9,0.9,1.58,17.31,17.31,0.0,68.31,3.09,2.41,1.4,0.9,,4.52,3.52,2.04,1.32,5.21,12.96,2.48,0.83,188.2,,1.77,1.77,0,0,0.0,0,0.0,,107.96,0.31,6.96,0.12,0,0.48,0.12,0.11
NECLIFE,Nectar Lifesciences Ltd.,,2.11,2.11,4.93,49.26,49.26,0.05,124.18,12.04,9.22,2.61,2.11,,9.69,7.42,2.1,1.69,4.28,14.71,1.75,0.73,103,,1.28,0.58,3.05,2.85,1.22,97.15,98.78,,"1,164.46",0.42,4.31,0.14,97.14,0.35,0.14,0.12
NELCAST,Nelcast Ltd.,,4.42,4.42,6.43,45.42,45.42,1.0,98.42,9.4,7.4,6.63,4.42,,9.55,7.51,6.74,4.48,9.72,12.07,4.93,0.43,109.9,,1.43,0.85,6.05,27.28,18.75,72.72,81.25,,730.98,0.85,8.93,0.73,72.71,1.57,0.73,0.06
NEOGEN,Neogen Chemicals Ltd.,,10.48,10.48,11.89,35.09,35.09,1.5,119.06,21.97,20.56,14.61,10.48,,18.45,17.26,12.27,8.79,29.85,31.76,8.52,1.64,96.9,,1.37,0.75,3.3,9.5,8.37,90.5,91.63,,0,0,0,0.0,90.49,0.0,0.0,0.0
NESCO,NESCO Ltd.,,25.57,25.57,27.26,165.74,165.74,2.5,51.15,37.51,35.82,35.15,25.57,,73.33,70.03,68.72,49.99,15.42,20.1,13.38,0.0,26.77,,0.74,0.64,39.91,8.99,8.43,91.01,91.57,,"3,391.94",9.41,12.83,9.42,91,2.91,9.42,0.05
NEWGEN,Newgen Software Technologies Ltd.,,14.08,13.82,14.85,70.7,70.7,3.0,80.64,20.35,19.51,18.28,14,,25.23,24.18,22.66,17.35,19.8,26.0,13.51,0.16,77.84,,2.62,2.62,0,14.44,13.62,85.56,86.38,,"2,174.97",3.94,15.61,4.08,85.55,4.65,4.08,0.04
NFL,National Fertilizers Ltd.,,6.08,6.08,8.15,45.23,45.23,1.86,249.61,17.96,15.89,9.45,6.08,,7.19,6.36,3.78,2.43,13.44,14.5,2.14,2.88,88.01,,1.11,0.93,7.72,21.59,16.13,78.41,83.87,,"8,116.87",0.66,9.21,0.14,78.4,0.78,0.14,0.17
NH,Narayana Hrudayalaya Ltd.,,2.47,2.47,6.89,57.15,57.15,1.0,101.64,10.1,5.66,3.89,2.45,,9.93,5.57,3.82,2.41,4.28,6.66,2.41,0.4,100.13,,0.91,0.77,42.08,0,0.0,0,0.0,,"4,773.30",2.3,23.12,2.1,0,3.74,2.1,0.01
NIACL,New India Assurance Company Ltd.,,3.52,3.52,4.05,142.37,142.37,1.5,166.95,4.51,3.98,3.91,3.52,,2.69,2.38,2.34,2.1,2.47,1.71,0.72,0.0,0.36,,0.47,0.47,0,85.66,74.45,14.34,25.55,,"21,830.72",0.79,29.39,1.14,14.33,1.34,1.14,0.02
NIBL,NRB Industrial Bearings Ltd.,,-5.77,-5.77,-2.13,1.06,1.06,0.0,23.15,1.18,-2.46,-5.77,-5.77,,5.07,-10.64,-24.93,-24.93,-545.68,-9.85,-9.64,22.54,38.7,,0.44,0.18,2.64,0,0.0,0,0.0,,157.75,2.81,55.4,0.84,0,18.44,0.84,-0.3
NILAINFRA,Nila Infrastructures Ltd.,,0.56,0.56,0.61,3.17,3.17,0.0,5.73,1.17,1.13,0.8,0.56,,20.47,19.64,13.89,9.82,17.73,19.59,6.8,0.86,69.32,,2.17,1.42,3.03,19.53,18.02,80.47,81.98,,417.99,1.85,9.04,1.41,80.46,2.54,1.41,0.07
NILKAMAL,Nilkamal Ltd.,,74.54,74.54,107.8,592.65,592.65,13.0,"1,544.10",150.19,116.93,106.34,74.54,,9.72,7.57,6.88,4.82,12.57,17.29,9.11,0.06,188.81,,3.53,1.72,6.04,17.44,12.05,82.56,87.95,,"2,180.92",0.95,9.73,0.93,82.55,2.42,0.93,0.05
NITCO,Nitco Ltd.,,-6.51,-6.51,-2.2,16.32,16.32,0.0,82.16,0.55,-3.78,-6.53,-6.53,,0.67,-4.59,-7.94,-7.94,-40,-3.14,-3.74,5.06,47.11,,1.85,1.08,1.97,0,0.0,0,0.0,,963.53,1.63,241.77,0.47,0,2.38,0.47,-0.17
NITINSPIN,Nitin Spinners Ltd.,,11.43,11.43,21.12,85.83,85.83,1.25,221.01,32.17,22.45,17.31,11.4,,14.55,10.15,7.83,5.15,13.28,11.04,4.46,1.67,86.5,,1.43,0.66,5.45,12.68,6.84,87.32,93.16,,"1,309.93",1.05,7.24,0.41,87.31,1.05,0.41,0.13
NKIND,NK Industries Ltd.,,-32.09,-32.09,-20.92,-811.87,-547.54,0.0,825.82,-35.48,-46.65,-46.73,-32.09,,-4.29,-5.64,-5.65,-3.88,0,-9.34,-5.52,0.0,142.24,,1.35,0.86,21.04,0,0.0,0,0.0,,17.68,0.04,-0.83,0.05,0,-0.05,0.05,-0.8
NOCIL,NOCIL Ltd.,,11.14,11.08,12.52,69.7,69.7,2.5,63.05,18.15,16.76,16.73,11.13,,28.79,26.59,26.53,17.65,15.96,21.78,12.89,0.0,73.04,,3.72,2.62,6.12,26.97,23.98,73.03,76.02,,"2,395.26",2.3,7.98,2.33,73.02,2.11,2.33,0.08
NORBTEAEXP,Norben Tea and Exports Ltd.,,-0.38,-0.38,-0.01,13.02,13.02,0.0,4.18,0.64,0.27,-0.22,-0.38,,15.38,6.55,-5.34,-9.14,-2.93,2.04,-1.98,0.42,21.69,,0.27,0.16,6.38,0,0.0,0,0.0,,8.86,1.8,11.72,0.53,0,0.17,0.53,-0.17
NRAIL,NR Agarwal Industries Ltd.,,55.61,55.61,71.74,183.53,183.53,4.0,774.53,113.22,97.09,76.79,55.61,,14.61,12.53,9.91,7.17,30.3,28.68,11.75,0.77,163.77,,1.1,0.64,12.64,1.44,1.12,98.56,98.88,,767.48,0.58,3.98,0.4,98.55,1.7,0.4,0.18
NRBBEARING,NRB Bearings Ltd.,,10.19,10.19,13.48,48.91,48.91,2.6,97.01,17.76,14.47,14.72,10.19,,18.3,14.92,15.17,10.5,20.83,24.75,10.84,0.5,103.23,,1.57,0.87,3.9,11.77,8.9,88.23,91.1,,"2,053.74",2.18,11.93,1.95,88.22,3.88,1.95,0.05
NTPC,NTPC Ltd.,,11.88,11.88,19.21,108.55,108.55,6.08,91.27,24.91,17.57,12.81,11.88,,27.28,19.25,14.03,13.01,10.93,7.45,4.03,1.26,31.04,,0.79,0.65,11.31,41.89,25.9,58.11,74.1,,"266,979.51",2.96,10.83,1.48,58.1,1.25,1.48,0.09
NUCLEUS,Nucleus Software Exports Ltd.,,26.04,26.04,28.46,161.89,161.89,9.0,136.63,34.72,32.31,32.2,26.04,,25.41,23.64,23.57,19.06,16.08,19.67,11.96,0.0,62.76,,1.95,1.95,0,30.71,28.1,69.29,71.9,,931.93,2.35,9.24,2.48,69.28,2.09,2.48,0.08
OAL,ORIENTAL AROMATICS Ltd.,,14.82,14.82,20.09,116.48,116.48,1.0,223.62,34.57,29.31,22.55,14.82,,15.46,13.1,10.08,6.62,12.72,22.52,7.41,0.44,111.9,,1.79,0.93,3.71,4.07,3.0,95.93,97.0,,932.89,1.24,8.02,1.01,95.92,1.95,1.01,0.07
OCCL,Oriental Carbon and Chemicals Ltd.,,72.09,72.09,92.29,413.32,413.32,12.0,387.43,129.35,110.76,102.52,73.7,,33.38,28.58,26.46,19.02,17.83,21.48,12.05,0.25,63.34,,2.39,1.91,8.37,15.34,12.25,84.66,87.75,,"1,238.69",3.2,9.57,2.94,84.65,2.76,2.94,0.06
OFSS,Oracle Financial Services Software Ltd.,,149.77,149.01,155.36,452.36,452.36,0.0,417.45,237.42,231.57,231.57,149.51,,56.87,55.47,55.47,35.81,33.05,49.79,28.84,0.0,80.55,,5.57,5.57,0,86.8,83.53,13.2,16.47,,"27,350.64",7.64,13.43,8.11,13.19,7.49,8.11,0.04
OIL,Oil India Ltd.,,22.88,22.88,37.68,255.86,255.86,10.25,126.66,63.8,50,36.11,23.89,,50.37,39.47,28.51,18.85,9.33,13.78,5.45,0.26,28.93,,1.4,1.25,11.26,41.62,26.38,58.38,73.62,,"21,230.53",1.55,3.07,1.46,58.37,0.72,1.46,0.13
OILCOUNTUB,Oil Country Tubular Ltd.,,-18.66,-18.66,-13.92,8.3,8.48,0.0,5.73,-10.84,-15.67,-19.12,-18.74,,-189.19,-273.36,-333.57,-326.97,-225.83,-61.26,-31.62,3.28,9.67,,0.43,0.11,0.53,0,0.0,0,0.0,,180.58,7.11,-3.76,2.58,0,1.78,2.58,-1.27
OLECTRA,Olectra Greentech Ltd.,,-2.16,-2.07,-0.93,88.84,88.84,0.0,36.57,0.17,-0.61,-2.49,-1.71,,0.46,-1.67,-6.82,-4.67,-1.92,-0.68,-1.56,0.03,33.49,,4.8,4.07,2.59,0,0.0,0,0.0,,"1,817.17",6.26,"1,350.05",6.71,0,2.76,6.71,-0.01
ONGC,Oil and Natural Gas Corporation Ltd.,,20.86,20.86,33.78,161.36,161.36,7.0,87.13,46.28,33.74,31.76,21.24,,53.12,38.72,36.45,24.37,13.16,16.61,8.83,0.11,36.26,,0.61,0.44,14.14,35.91,22.57,64.09,77.43,,"221,808.33",2.02,3.81,1.83,64.08,0.99,1.83,0.13
ONWARDTEC,Onward Technologies Ltd.,,5.95,5.7,8.96,38.67,38.67,1.5,74.78,12.67,9.62,8.31,5.92,,16.94,12.87,11.11,7.91,15.3,24.0,9.54,0.27,120.59,,0.95,0.95,0,16.78,11.08,83.22,88.92,,122.09,1.03,6.1,0.92,83.21,1.77,0.92,0.09
OPTIEMUS,Optiemus Infracom Ltd.,,0.27,0.27,1.51,38.86,38.86,0.0,46.74,4.91,3.65,0.22,0.26,,10.49,7.81,0.46,0.55,0.66,5.98,0.34,0.69,62.21,,3.07,2.78,11.19,0,0.0,0,0.0,,"1,005.43",2.51,23.88,2.01,0,2.42,2.01,0.0
ORBTEXP,Orbit Exports Ltd.,,8.18,8.18,11.21,57.68,57.68,0.0,47.2,14.32,11.29,10.77,8.18,,30.33,23.91,22.81,17.33,14.18,16.73,11.11,0.04,64.12,,5.31,3.68,4.72,0,0.0,0,0.0,,271.26,2.03,6.7,2.17,0,1.78,2.17,0.08
ORIENTALTL,Oriental Trimex Ltd.,,0.29,0.29,0.8,17.96,27.44,0.0,25.49,1.92,1.4,0.55,0.28,,7.53,5.5,2.15,1.11,1.57,4.6,0.62,0.37,56.02,,1.77,0.88,1.89,0,0.0,0,0.0,,53.93,0.74,9.85,0.49,0,0.7,0.49,0.02
ORIENTBELL,Orient Bell Ltd.,,6.24,6.2,17.84,162.54,162.54,0.5,400.84,27.33,15.74,9.62,6.24,,6.81,3.92,2.4,1.55,3.84,7.07,1.94,0.44,124.77,,1.48,0.87,6.68,0,0.0,0,0.0,,343.22,0.6,8.81,0.43,0,1.06,0.43,0.04
